data,id_ibge,cidade,gps,latitude,longitude,confirmado,suspeitos,obitos,populacao
2020-04-05,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-05,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-05,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,7,37,0,274207
2020-04-05,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,3,0,31508
2020-04-05,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,3,2,0,47962
2020-04-05,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,0,1,0,27512
2020-04-05,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,1,2,0,36442
2020-04-05,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,2,1,0,15565
2020-04-05,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-05,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-05,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-05,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,0,1,16554
2020-04-05,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-05,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-05,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,1,2,0,40721
2020-04-06,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-06,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-06,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-06,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-06,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-06,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-06,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,8,26,0,59732
2020-04-06,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-06,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,0,4,0,49477
2020-04-06,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,0,0,0,27426
2020-04-06,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-06,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,2,29,0,132123
2020-04-06,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-06,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,0,0,4844
2020-04-06,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-06,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-06,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,7,38,0,274207
2020-04-06,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,3,0,31508
2020-04-06,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,3,2,0,47962
2020-04-06,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,0,1,0,27512
2020-04-06,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,1,2,0,36442
2020-04-06,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,2,1,0,15565
2020-04-06,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-06,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-06,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-06,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,0,1,16554
2020-04-06,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-06,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-06,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,1,2,0,40721
2020-04-07,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-07,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-07,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-07,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-07,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-07,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-07,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,9,26,0,59732
2020-04-07,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-07,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,0,4,0,49477
2020-04-07,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,0,0,0,27426
2020-04-07,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-07,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,2,30,0,132123
2020-04-07,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-07,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,0,0,4844
2020-04-07,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-07,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-07,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,9,39,0,274207
2020-04-07,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,3,0,31508
2020-04-07,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,3,2,0,47962
2020-04-07,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,0,1,0,27512
2020-04-07,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,1,2,0,36442
2020-04-07,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,2,2,0,15565
2020-04-07,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-07,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-07,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-07,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,0,1,16554
2020-04-07,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-07,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-07,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,1,3,0,40721
2020-04-08,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-08,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-08,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-08,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-08,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-08,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-08,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,11,27,0,59732
2020-04-08,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-08,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,0,4,0,49477
2020-04-08,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,0,0,0,27426
2020-04-08,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-08,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,2,31,0,132123
2020-04-08,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-08,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,0,0,4844
2020-04-08,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-08,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-08,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,9,40,0,274207
2020-04-08,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,3,0,31508
2020-04-08,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,3,2,0,47962
2020-04-08,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,1,1,0,27512
2020-04-08,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,1,2,0,36442
2020-04-08,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,2,2,0,15565
2020-04-08,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-08,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-08,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-08,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,1,1,16554
2020-04-08,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-08,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-08,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,2,3,0,40721
2020-04-09,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-09,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-09,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-09,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-09,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-09,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-09,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,11,29,0,59732
2020-04-09,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-09,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,1,4,0,49477
2020-04-09,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,0,0,0,27426
2020-04-09,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-09,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,2,31,0,132123
2020-04-09,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-09,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,0,0,4844
2020-04-09,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-09,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-09,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,9,41,0,274207
2020-04-09,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,3,0,31508
2020-04-09,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,4,2,0,47962
2020-04-09,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,1,1,0,27512
2020-04-09,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,1,2,0,36442
2020-04-09,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,2,2,0,15565
2020-04-09,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-09,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-09,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-09,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,1,1,16554
2020-04-09,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-09,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-09,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,3,3,0,40721
2020-04-10,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-10,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-10,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-10,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-10,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-10,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-10,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,15,33,0,59732
2020-04-10,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-10,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,1,5,0,49477
2020-04-10,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,1,1,0,27426
2020-04-10,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-10,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,3,33,0,132123
2020-04-10,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-10,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,0,0,4844
2020-04-10,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-10,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-10,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,10,44,0,274207
2020-04-10,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,4,0,31508
2020-04-10,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,4,3,0,47962
2020-04-10,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,1,1,0,27512
2020-04-10,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,2,2,0,36442
2020-04-10,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,6,2,0,15565
2020-04-10,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-10,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-10,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-10,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,1,1,16554
2020-04-10,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-10,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-10,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,3,3,0,40721
2020-04-11,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-11,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-11,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-11,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-11,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-11,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-11,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,15,33,0,59732
2020-04-11,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-11,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,1,6,0,49477
2020-04-11,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,1,1,0,27426
2020-04-11,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-11,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,3,33,0,132123
2020-04-11,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-11,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,0,0,4844
2020-04-11,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-11,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-11,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,11,46,0,274207
2020-04-11,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,4,0,31508
2020-04-11,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,4,3,0,47962
2020-04-11,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,1,1,0,27512
2020-04-11,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,2,2,0,36442
2020-04-11,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,6,2,0,15565
2020-04-11,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-11,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-11,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-11,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,1,1,16554
2020-04-11,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-11,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-11,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,3,3,0,40721
2020-04-12,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-12,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-12,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-12,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-12,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-12,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-12,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,20,33,0,59732
2020-04-12,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-12,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,1,6,0,49477
2020-04-12,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,1,1,0,27426
2020-04-12,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-12,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,4,33,0,132123
2020-04-12,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-12,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,1,0,4844
2020-04-12,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,2,0,27174
2020-04-12,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-12,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,11,46,0,274207
2020-04-12,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,4,0,31508
2020-04-12,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,4,3,0,47962
2020-04-12,2308302,MILAGRES,"-7.3106846,-38.9447146",-7.310684599999999,-38.9447146,1,1,0,27512
2020-04-12,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.2484910000000005,-39.1434843,2,2,0,36442
2020-04-12,2309201,NOVA OLINDA,"-7.0934174,-39.6789815",-7.0934174,-39.6789815,6,2,0,15565
2020-04-12,2310605,PENAFORTE,"-7.8288372,-39.0751908",-7.828837200000001,-39.0751908,0,0,0,9077
2020-04-12,2311108,PORTEIRAS,"-7.5341572,-39.1153149",-7.5341572,-39.115314899999994,1,0,0,14996
2020-04-12,2311207,POTENGI,"-7.0915205,-40.0268241",-7.091520500000001,-40.026824100000006,0,1,0,11045
2020-04-12,2311959,SALITRE,"-7.285445,-40.457306",-7.285444999999999,-40.457306,1,1,1,16554
2020-04-12,2312106,SANTANA DO CARIRI,"-7.1861693,-39.7374262",-7.1861692999999995,-39.7374262,0,1,0,17700
2020-04-12,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,3,0,8592
2020-04-12,2314003,VARZEA ALEGRE,"-6.7936089,-39.2989333",-6.793608900000001,-39.2989333,3,3,0,40721
2020-04-13,2300101,ABAIARA,"-7.3607808,-39.0487878",-7.360780800000001,-39.0487878,0,0,0,11737
2020-04-13,2300606,ALTANEIRA,"-6.9980933,-39.7385742",-6.998093300000001,-39.7385742,0,1,0,7586
2020-04-13,2300804,ANTONINA DO NORTE,"-6.7754187,-39.9879345",-6.7754187,-39.987934499999994,0,0,0,7353
2020-04-13,2301307,ARARIPE,"-7.212861,-40.1359222",-7.212861,-40.1359222,1,1,0,21600
2020-04-13,2301604,ASSARE,"-6.8746791,-39.8741385",-6.8746791,-39.8741385,0,0,0,23417
2020-04-13,2301703,AURORA,"-6.9426019,-38.9693765",-6.9426019,-38.9693765,0,2,0,24654
2020-04-13,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.312106699999999,-39.303642700000005,21,33,0,59732
2020-04-13,2302008,BARRO,"-7.1713587,-38.7742136",-7.1713587,-38.7742136,0,1,0,22680
2020-04-13,2302503,BREJO SANTO,"-7.4909841,-38.9859152",-7.4909841,-38.9859152,1,8,0,49477
2020-04-13,2302701,CAMPOS SALES,"-7.0742675,-40.3740367",-7.0742675,-40.374036700000005,1,1,0,27426
2020-04-13,2303204,CARIRIACU,"-7.0417053,-39.2835527",-7.0417053,-39.2835527,2,0,0,26965
2020-04-13,2304202,CRATO,"-7.2369112,-39.4149236",-7.236911200000001,-39.4149236,4,33,0,132123
2020-04-13,2304301,FARIAS BRITO,"-6.9272823,-39.5714222",-6.927282300000001,-39.5714222,1,1,1,19450
2020-04-13,2304806,GRANJEIRO,"-6.8889524,-39.2179315",-6.888952400000001,-39.2179315,0,1,0,4844
2020-04-13,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,3,0,27174
2020-04-13,2307205,JATI,"-7.6894344,-39.006074",-7.6894344,-39.006074,0,0,0,8111
2020-04-13,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.215345299999999,-39.3153336,11,48,0,274207
2020-04-13,2307502,LAVRAS DA MANGABEIRA,"-6.7519554,-38.9634019",-6.7519554,-38.963401899999994,1,4,0,31508
2020-04-13,2308104,MAURITI,"-7.3870095,-38.7737751",-7.3870095000000005,-38.7737751,4,3,0,47962
